ProductID,ProductName,Category,StoreID,Date,UnitsSold,UnitsInStock,UnitCost,UnitPrice,Season
P002,Puzzle Set B,Puzzles,101,28-01-2024,9,47,12.93,23.53,Christmas
P002,Puzzle Set B,Puzzles,102,28-01-2024,42,124,14.04,24.67,Diwali
P002,Puzzle Set B,Puzzles,103,28-01-2024,32,195,15.71,26.21,None
P003,Doll C,Dolls,101,28-01-2024,5,121,9.1,14.83,Summer Holiday
P003,Doll C,Dolls,102,28-01-2024,22,124,13.38,23.58,Diwali
P003,Doll C,Dolls,103,28-01-2024,12,101,7.27,9.56,Christmas
P004,Board Game D,Board Games,101,28-01-2024,10,54,8.27,10.31,Summer Holiday
P004,Board Game D,Board Games,102,28-01-2024,27,162,13.83,25.12,Christmas
P004,Board Game D,Board Games,103,28-01-2024,23,193,8.58,12.69,None
P001,Action Figure A,Action Figures,101,04-02-2024,8,189,18.25,32.73,Back to School
P001,Action Figure A,Action Figures,102,04-02-2024,6,179,12.38,23.2,Summer Holiday
P001,Action Figure A,Action Figures,103,04-02-2024,46,22,16.31,29.05,Back to School
P002,Puzzle Set B,Puzzles,101,04-02-2024,25,43,10.92,20.31,Summer Holiday
P002,Puzzle Set B,Puzzles,102,04-02-2024,12,40,7.76,14.14,Summer Holiday
P002,Puzzle Set B,Puzzles,103,04-02-2024,7,56,8.79,11.5,Summer Holiday
P003,Doll C,Dolls,101,04-02-2024,44,108,19.98,30.33,None
P003,Doll C,Dolls,102,04-02-2024,6,193,11.32,18.89,Christmas
P003,Doll C,Dolls,103,04-02-2024,48,104,14.7,28.38,Summer Holiday
P004,Board Game D,Board Games,101,04-02-2024,18,158,14.88,23.76,Diwali
P004,Board Game D,Board Games,102,04-02-2024,26,174,11.82,22.2,Christmas
P004,Board Game D,Board Games,103,04-02-2024,7,148,13.46,26.12,Diwali
P001,Action Figure A,Action Figures,101,11-02-2024,32,173,14.72,27.24,Summer Holiday
P001,Action Figure A,Action Figures,102,11-02-2024,45,103,5.53,9.97,None
P001,Action Figure A,Action Figures,103,11-02-2024,49,178,7.38,10.81,Back to School
P002,Puzzle Set B,Puzzles,101,11-02-2024,12,94,6.19,12.37,Diwali
P002,Puzzle Set B,Puzzles,102,11-02-2024,27,36,18.92,32.11,Summer Holiday
P002,Puzzle Set B,Puzzles,103,11-02-2024,46,58,12.11,16.31,None
P003,Doll C,Dolls,101,11-02-2024,16,81,13.62,21.79,Summer Holiday
P003,Doll C,Dolls,102,11-02-2024,11,50,12.01,19.71,None
P003,Doll C,Dolls,103,11-02-2024,6,122,7.05,9.22,Back to School
P004,Board Game D,Board Games,101,11-02-2024,12,138,12.19,17.97,Summer Holiday
P004,Board Game D,Board Games,102,11-02-2024,23,108,8.23,11.24,Christmas
P004,Board Game D,Board Games,103,11-02-2024,38,192,14.91,27.19,None
P001,Action Figure A,Action Figures,101,18-02-2024,14,30,12.1,23.27,Christmas
P001,Action Figure A,Action Figures,102,18-02-2024,17,45,11.3,21.49,Summer Holiday
P001,Action Figure A,Action Figures,103,18-02-2024,40,43,6.99,9.79,Diwali
P002,Puzzle Set B,Puzzles,101,18-02-2024,24,27,11.17,17,Summer Holiday
P002,Puzzle Set B,Puzzles,102,18-02-2024,15,58,9.87,16.04,None
P002,Puzzle Set B,Puzzles,103,18-02-2024,37,48,12.64,23.17,Diwali
P003,Doll C,Dolls,101,18-02-2024,20,81,19.48,33.78,Christmas
P003,Doll C,Dolls,102,18-02-2024,32,185,5.86,7.45,None
P003,Doll C,Dolls,103,18-02-2024,7,104,9.65,13.78,Back to School
P004,Board Game D,Board Games,101,18-02-2024,19,150,12.88,19.83,Summer Holiday
P004,Board Game D,Board Games,102,18-02-2024,13,125,6.59,12.87,None
P004,Board Game D,Board Games,103,18-02-2024,35,147,14.13,18.44,Diwali
P001,Action Figure A,Action Figures,101,25-02-2024,25,58,6.69,11.83,Diwali
P001,Action Figure A,Action Figures,102,25-02-2024,8,131,19.41,23.54,None
P001,Action Figure A,Action Figures,103,25-02-2024,26,190,15.2,19.63,Summer Holiday
P002,Puzzle Set B,Puzzles,101,25-02-2024,22,150,12.55,23.46,Christmas
P002,Puzzle Set B,Puzzles,102,25-02-2024,16,35,12.5,23.77,Diwali
P002,Puzzle Set B,Puzzles,103,25-02-2024,12,92,19.36,33.26,Summer Holiday
P003,Doll C,Dolls,101,25-02-2024,20,122,16.6,27.42,Back to School
P003,Doll C,Dolls,102,25-02-2024,11,127,12.8,19.35,Back to School
P003,Doll C,Dolls,103,25-02-2024,48,70,9.89,17.67,None
P004,Board Game D,Board Games,101,25-02-2024,15,180,10.94,17.95,Summer Holiday
P004,Board Game D,Board Games,102,25-02-2024,16,83,10.46,16.4,Summer Holiday
P004,Board Game D,Board Games,103,25-02-2024,49,29,17.87,32.35,Summer Holiday
P001,Action Figure A,Action Figures,101,03-03-2024,14,77,18.28,26.32,Summer Holiday
P001,Action Figure A,Action Figures,102,03-03-2024,26,177,8.95,12.05,Diwali
P001,Action Figure A,Action Figures,103,03-03-2024,47,24,14.62,18.17,Back to School
P002,Puzzle Set B,Puzzles,101,03-03-2024,31,45,6.1,9.35,Summer Holiday
P002,Puzzle Set B,Puzzles,102,03-03-2024,22,85,18.67,30.76,None
P002,Puzzle Set B,Puzzles,103,03-03-2024,5,83,12.97,23.72,Christmas
P003,Doll C,Dolls,101,03-03-2024,32,97,13.17,18.02,Diwali
P003,Doll C,Dolls,102,03-03-2024,22,100,7.17,13.99,Christmas
P003,Doll C,Dolls,103,03-03-2024,43,41,8.19,15.39,None
P004,Board Game D,Board Games,101,03-03-2024,44,94,17.99,34.97,Christmas
P004,Board Game D,Board Games,102,03-03-2024,38,186,18.45,22.41,Back to School
P004,Board Game D,Board Games,103,03-03-2024,27,81,17.39,29.59,Back to School
P001,Action Figure A,Action Figures,101,10-03-2024,15,177,17.82,34.26,Diwali
P001,Action Figure A,Action Figures,102,10-03-2024,18,119,5.57,9.59,Christmas
P001,Action Figure A,Action Figures,103,10-03-2024,16,124,15.74,27.31,Diwali
P002,Puzzle Set B,Puzzles,101,10-03-2024,45,50,7.68,12.94,Summer Holiday
P002,Puzzle Set B,Puzzles,102,10-03-2024,9,105,10.34,16.78,None
P002,Puzzle Set B,Puzzles,103,10-03-2024,12,160,18.36,25.4,Diwali
P003,Doll C,Dolls,101,10-03-2024,46,23,8.92,12.29,Diwali
P003,Doll C,Dolls,102,10-03-2024,25,142,18.14,34.88,Christmas
P003,Doll C,Dolls,103,10-03-2024,44,36,9.33,15.1,Summer Holiday
P004,Board Game D,Board Games,101,10-03-2024,9,43,18.77,22.54,Diwali
P004,Board Game D,Board Games,102,10-03-2024,36,134,6.9,13.15,Christmas
P004,Board Game D,Board Games,103,10-03-2024,16,45,6.55,10.98,Christmas
P001,Action Figure A,Action Figures,101,17-03-2024,44,39,8.91,16.58,Back to School
P001,Action Figure A,Action Figures,102,17-03-2024,46,74,16.43,20.49,Diwali
P001,Action Figure A,Action Figures,103,17-03-2024,28,190,8.25,14.68,Summer Holiday
P002,Puzzle Set B,Puzzles,101,17-03-2024,32,114,15.85,19.92,Diwali
P002,Puzzle Set B,Puzzles,102,17-03-2024,9,89,18.97,30,Summer Holiday
P002,Puzzle Set B,Puzzles,103,17-03-2024,12,103,15.75,27.3,Back to School
P003,Doll C,Dolls,101,17-03-2024,12,178,7.72,13.12,Christmas
P003,Doll C,Dolls,102,17-03-2024,11,101,12.74,23.7,Back to School
P003,Doll C,Dolls,103,17-03-2024,12,82,17.49,25.7,Christmas
P004,Board Game D,Board Games,101,17-03-2024,6,22,8.08,15.68,Summer Holiday
P004,Board Game D,Board Games,102,17-03-2024,31,79,6.9,9.45,Back to School
P004,Board Game D,Board Games,103,17-03-2024,24,77,6.6,10.73,Christmas
P001,Action Figure A,Action Figures,101,24-03-2024,17,187,17.87,31.36,Back to School
P001,Action Figure A,Action Figures,102,24-03-2024,25,164,6.39,12.01,Back to School
P001,Action Figure A,Action Figures,103,24-03-2024,46,198,19.55,36.09,None
P002,Puzzle Set B,Puzzles,101,24-03-2024,48,50,15.97,22.86,None
P002,Puzzle Set B,Puzzles,102,24-03-2024,12,170,12.9,20.62,Christmas
P002,Puzzle Set B,Puzzles,103,24-03-2024,47,76,18.15,33.76,Back to School
P003,Doll C,Dolls,101,24-03-2024,12,152,17.66,23.54,Christmas
P003,Doll C,Dolls,102,24-03-2024,22,169,14.31,20.84,Christmas
P003,Doll C,Dolls,103,24-03-2024,24,132,11.86,19.67,Diwali
P004,Board Game D,Board Games,101,24-03-2024,23,177,7.19,11.55,None
P004,Board Game D,Board Games,102,24-03-2024,49,58,14.8,21.18,Back to School
P004,Board Game D,Board Games,103,24-03-2024,43,192,12.52,17.29,Back to School
P001,Action Figure A,Action Figures,101,31-03-2024,26,87,19.66,24.8,Summer Holiday
P001,Action Figure A,Action Figures,102,31-03-2024,30,114,5.81,7.69,Summer Holiday
P001,Action Figure A,Action Figures,103,31-03-2024,38,92,12.91,24.63,Back to School
P002,Puzzle Set B,Puzzles,101,31-03-2024,16,164,12.59,19.44,None
P002,Puzzle Set B,Puzzles,102,31-03-2024,23,188,8.48,12.43,None
P002,Puzzle Set B,Puzzles,103,31-03-2024,5,69,6.81,9.75,Diwali
P003,Doll C,Dolls,101,31-03-2024,10,119,9.71,17.82,Summer Holiday
P003,Doll C,Dolls,102,31-03-2024,13,193,5.05,7.99,Diwali
P003,Doll C,Dolls,103,31-03-2024,45,193,8.5,10.78,Back to School
P004,Board Game D,Board Games,101,31-03-2024,14,46,18.99,34.21,None
P004,Board Game D,Board Games,102,31-03-2024,17,51,7.3,11.25,Diwali
P004,Board Game D,Board Games,103,31-03-2024,49,102,12.13,23.55,Back to School
P001,Action Figure A,Action Figures,101,07-04-2024,7,143,8.54,15.81,Back to School
P001,Action Figure A,Action Figures,102,07-04-2024,44,183,9.69,17.84,Diwali
P001,Action Figure A,Action Figures,103,07-04-2024,43,132,17.01,24.42,None
P002,Puzzle Set B,Puzzles,101,07-04-2024,18,185,6.68,8.25,None
P002,Puzzle Set B,Puzzles,102,07-04-2024,12,28,7.73,13.68,Back to School
P002,Puzzle Set B,Puzzles,103,07-04-2024,18,186,14.18,20.43,None
P003,Doll C,Dolls,101,07-04-2024,7,22,15.74,24.91,Summer Holiday
P003,Doll C,Dolls,102,07-04-2024,30,175,16.77,28.12,Christmas
P003,Doll C,Dolls,103,07-04-2024,15,46,11.08,14.56,Summer Holiday
P004,Board Game D,Board Games,101,07-04-2024,26,168,16.42,22,Diwali
P004,Board Game D,Board Games,102,07-04-2024,32,143,5.87,7.57,Back to School
P004,Board Game D,Board Games,103,07-04-2024,18,38,6.15,9.24,Christmas
P001,Action Figure A,Action Figures,101,14-04-2024,10,130,19.2,24.15,Back to School
P001,Action Figure A,Action Figures,102,14-04-2024,20,151,5.35,7.42,Diwali
P001,Action Figure A,Action Figures,103,14-04-2024,46,120,19.38,27.23,Christmas
P002,Puzzle Set B,Puzzles,101,14-04-2024,33,168,7.85,15.39,Summer Holiday
P002,Puzzle Set B,Puzzles,102,14-04-2024,20,45,9.4,13.31,None
P002,Puzzle Set B,Puzzles,103,14-04-2024,35,164,8.39,16.08,Back to School
P003,Doll C,Dolls,101,14-04-2024,13,160,6.76,13.29,None
P003,Doll C,Dolls,102,14-04-2024,25,41,15.04,24.26,Diwali
P003,Doll C,Dolls,103,14-04-2024,40,107,15.45,27.9,None
P004,Board Game D,Board Games,101,14-04-2024,35,63,13.83,22.67,None
P004,Board Game D,Board Games,102,14-04-2024,39,94,13.27,21.98,Diwali
P004,Board Game D,Board Games,103,14-04-2024,16,185,16.04,21.91,Christmas
P001,Action Figure A,Action Figures,101,21-04-2024,8,21,10.05,16.39,Diwali
P001,Action Figure A,Action Figures,102,21-04-2024,40,100,11.1,18.8,Diwali
P001,Action Figure A,Action Figures,103,21-04-2024,42,64,17.47,31.58,Christmas
P002,Puzzle Set B,Puzzles,101,21-04-2024,20,66,10.48,13.9,Summer Holiday
P002,Puzzle Set B,Puzzles,102,21-04-2024,35,155,10.63,16.03,None
P002,Puzzle Set B,Puzzles,103,21-04-2024,40,36,14.85,29.23,Summer Holiday
P003,Doll C,Dolls,101,21-04-2024,40,52,9.69,13.05,None
P003,Doll C,Dolls,102,21-04-2024,34,46,14.85,17.9,None
P003,Doll C,Dolls,103,21-04-2024,36,54,11.71,14.25,Summer Holiday
P004,Board Game D,Board Games,101,21-04-2024,5,151,7.34,14.05,Back to School
P004,Board Game D,Board Games,102,21-04-2024,38,180,12.74,22.04,Christmas
P004,Board Game D,Board Games,103,21-04-2024,26,117,6.87,12.3,None
P001,Action Figure A,Action Figures,101,28-04-2024,25,186,13.25,25.05,Diwali
P001,Action Figure A,Action Figures,102,28-04-2024,17,136,9.83,15.59,None
P001,Action Figure A,Action Figures,103,28-04-2024,43,190,9.13,11.09,None
P002,Puzzle Set B,Puzzles,101,28-04-2024,9,78,11.77,18.91,None
P002,Puzzle Set B,Puzzles,102,28-04-2024,24,164,18.45,27.87,Christmas
P002,Puzzle Set B,Puzzles,103,28-04-2024,20,129,11.19,20.95,None
P003,Doll C,Dolls,101,28-04-2024,49,146,10.88,17.26,Christmas
P003,Doll C,Dolls,102,28-04-2024,22,98,16.79,23.73,Christmas
P003,Doll C,Dolls,103,28-04-2024,13,30,18.46,24.71,Christmas
P004,Board Game D,Board Games,101,28-04-2024,41,24,13.85,24.95,Christmas
P004,Board Game D,Board Games,102,28-04-2024,27,70,8.55,14.48,Diwali
P004,Board Game D,Board Games,103,28-04-2024,41,98,14.06,26.51,Back to School
P001,Action Figure A,Action Figures,101,05-05-2024,26,97,10.65,18.17,Summer Holiday
P001,Action Figure A,Action Figures,102,05-05-2024,12,138,11.38,16.36,Back to School
P001,Action Figure A,Action Figures,103,05-05-2024,36,132,13.43,18.15,Back to School
P002,Puzzle Set B,Puzzles,101,05-05-2024,12,109,10.48,15.48,None
P002,Puzzle Set B,Puzzles,102,05-05-2024,8,105,6.48,9.27,Summer Holiday
P002,Puzzle Set B,Puzzles,103,05-05-2024,44,149,16.83,20.92,None
P003,Doll C,Dolls,101,05-05-2024,37,68,15.93,31.21,Summer Holiday
P003,Doll C,Dolls,102,05-05-2024,48,84,19.86,27.08,None
P003,Doll C,Dolls,103,05-05-2024,6,68,8.38,10.14,Back to School
P004,Board Game D,Board Games,101,05-05-2024,38,199,16.5,20.31,Diwali
P004,Board Game D,Board Games,102,05-05-2024,23,162,5.11,9.65,Christmas
P004,Board Game D,Board Games,103,05-05-2024,40,182,10.43,13.32,Christmas
P001,Action Figure A,Action Figures,101,12-05-2024,37,44,6.06,8.47,Christmas
P001,Action Figure A,Action Figures,102,12-05-2024,31,126,10.69,17.61,Back to School
P001,Action Figure A,Action Figures,103,12-05-2024,46,111,15.47,23.76,Christmas
P002,Puzzle Set B,Puzzles,101,12-05-2024,20,48,8.97,15.35,Diwali
P002,Puzzle Set B,Puzzles,102,12-05-2024,9,153,9.01,13.92,Diwali
P002,Puzzle Set B,Puzzles,103,12-05-2024,47,89,19.06,23.93,Christmas
P003,Doll C,Dolls,101,12-05-2024,39,156,13.82,25.56,Summer Holiday
P003,Doll C,Dolls,102,12-05-2024,14,34,9.93,13.93,Diwali
P003,Doll C,Dolls,103,12-05-2024,34,121,13.67,26.44,Back to School
P004,Board Game D,Board Games,101,12-05-2024,22,125,14.23,24.32,None
P004,Board Game D,Board Games,102,12-05-2024,25,39,5.96,9.66,Christmas
P004,Board Game D,Board Games,103,12-05-2024,22,190,7.33,9.45,Christmas
P001,Action Figure A,Action Figures,101,19-05-2024,21,192,18.94,27.7,Back to School
P001,Action Figure A,Action Figures,102,19-05-2024,42,23,6.55,12.88,None
P001,Action Figure A,Action Figures,103,19-05-2024,21,109,11.77,17.33,Summer Holiday
P002,Puzzle Set B,Puzzles,101,19-05-2024,30,93,16.71,25.46,Back to School
P002,Puzzle Set B,Puzzles,102,19-05-2024,7,143,11.3,15.91,Diwali
P002,Puzzle Set B,Puzzles,103,19-05-2024,28,24,16.56,28.46,Christmas
P003,Doll C,Dolls,101,19-05-2024,24,196,8.81,15.1,Back to School
P003,Doll C,Dolls,102,19-05-2024,18,76,7.44,10.06,Christmas
P003,Doll C,Dolls,103,19-05-2024,29,171,17.84,30.04,Summer Holiday
P004,Board Game D,Board Games,101,19-05-2024,22,142,16.99,23.77,Diwali
P004,Board Game D,Board Games,102,19-05-2024,43,91,7.22,8.78,Back to School
P004,Board Game D,Board Games,103,19-05-2024,42,100,13.29,23.46,Christmas
P001,Action Figure A,Action Figures,101,26-05-2024,26,160,8.69,15.4,None
P001,Action Figure A,Action Figures,102,26-05-2024,24,181,8.76,16.02,Diwali
P001,Action Figure A,Action Figures,103,26-05-2024,29,90,18.1,25.24,Summer Holiday
P002,Puzzle Set B,Puzzles,101,26-05-2024,22,167,8,11.79,Summer Holiday
P002,Puzzle Set B,Puzzles,102,26-05-2024,45,178,19.18,26.36,Christmas
P002,Puzzle Set B,Puzzles,103,26-05-2024,10,148,6.93,12.52,Christmas
P003,Doll C,Dolls,101,26-05-2024,45,78,17.78,25.7,Diwali
P003,Doll C,Dolls,102,26-05-2024,22,41,9.02,16.81,Christmas
P003,Doll C,Dolls,103,26-05-2024,23,142,10.11,18.3,Christmas
P004,Board Game D,Board Games,101,26-05-2024,16,89,6.2,7.94,Back to School
P004,Board Game D,Board Games,102,26-05-2024,45,31,10.03,14.22,None
P004,Board Game D,Board Games,103,26-05-2024,32,123,15.17,23.91,Summer Holiday
P001,Action Figure A,Action Figures,101,02-06-2024,37,177,18.71,34.21,None
P001,Action Figure A,Action Figures,102,02-06-2024,45,113,19.87,25.62,Diwali
P001,Action Figure A,Action Figures,103,02-06-2024,49,181,14.35,22.05,Christmas
P002,Puzzle Set B,Puzzles,101,02-06-2024,25,179,12.95,21.94,Back to School
P002,Puzzle Set B,Puzzles,102,02-06-2024,10,49,19.52,31.12,Christmas
P002,Puzzle Set B,Puzzles,103,02-06-2024,19,121,9.13,14.69,Diwali
P003,Doll C,Dolls,101,02-06-2024,39,197,13.32,23.38,Back to School
P003,Doll C,Dolls,102,02-06-2024,39,174,7.34,14.3,Christmas
P003,Doll C,Dolls,103,02-06-2024,36,67,5.12,8.44,None
P004,Board Game D,Board Games,101,02-06-2024,28,97,19.96,34.93,Christmas
P004,Board Game D,Board Games,102,02-06-2024,11,146,15.38,22.71,Diwali
P004,Board Game D,Board Games,103,02-06-2024,49,33,6.11,11.51,None
P001,Action Figure A,Action Figures,101,09-06-2024,18,55,10.33,19.69,Summer Holiday
P001,Action Figure A,Action Figures,102,09-06-2024,45,165,11.29,20.05,Back to School
P001,Action Figure A,Action Figures,103,09-06-2024,32,74,7.6,11.82,Back to School
P002,Puzzle Set B,Puzzles,101,09-06-2024,23,53,13.34,25.86,None
P002,Puzzle Set B,Puzzles,102,09-06-2024,48,76,14.57,25.47,Summer Holiday
P002,Puzzle Set B,Puzzles,103,09-06-2024,6,84,10.65,14.8,Back to School
P003,Doll C,Dolls,101,09-06-2024,27,155,5.01,8.23,None
P003,Doll C,Dolls,102,09-06-2024,7,22,12.02,21.42,Christmas
P003,Doll C,Dolls,103,09-06-2024,49,113,6.89,11.9,Christmas
P004,Board Game D,Board Games,101,09-06-2024,24,51,10.99,19.61,Diwali
P004,Board Game D,Board Games,102,09-06-2024,12,91,12.86,22.74,Summer Holiday
P004,Board Game D,Board Games,103,09-06-2024,32,34,15.41,26.75,Summer Holiday
P001,Action Figure A,Action Figures,101,16-06-2024,40,70,14.99,28.61,None
P001,Action Figure A,Action Figures,102,16-06-2024,18,47,6.27,8.66,Summer Holiday
P001,Action Figure A,Action Figures,103,16-06-2024,36,192,18.62,27.43,Summer Holiday
P002,Puzzle Set B,Puzzles,101,16-06-2024,14,30,10.99,21.14,Summer Holiday
P002,Puzzle Set B,Puzzles,102,16-06-2024,18,24,18.78,27.99,None
P002,Puzzle Set B,Puzzles,103,16-06-2024,35,103,5.69,7.02,None
P003,Doll C,Dolls,101,16-06-2024,25,178,9.65,16.47,Summer Holiday
P003,Doll C,Dolls,102,16-06-2024,48,175,16.14,19.94,Summer Holiday
P003,Doll C,Dolls,103,16-06-2024,15,110,9.36,18.01,Back to School
P004,Board Game D,Board Games,101,16-06-2024,13,189,16.98,26.58,Summer Holiday
P004,Board Game D,Board Games,102,16-06-2024,37,20,11.28,17.33,Diwali
P004,Board Game D,Board Games,103,16-06-2024,42,35,15.09,23.18,Diwali
P001,Action Figure A,Action Figures,101,23-06-2024,17,74,8.12,9.95,Diwali
P001,Action Figure A,Action Figures,102,23-06-2024,29,120,9.09,16.8,Diwali
P001,Action Figure A,Action Figures,103,23-06-2024,12,36,16.81,21.29,None
P002,Puzzle Set B,Puzzles,101,23-06-2024,30,61,19.38,36.31,Christmas
P002,Puzzle Set B,Puzzles,102,23-06-2024,48,160,18.04,35.64,Summer Holiday
P002,Puzzle Set B,Puzzles,103,23-06-2024,41,190,18.89,37.3,Christmas
P003,Doll C,Dolls,101,23-06-2024,42,119,12.93,19.33,Christmas
P003,Doll C,Dolls,102,23-06-2024,25,194,16.64,23.84,Diwali
P003,Doll C,Dolls,103,23-06-2024,49,92,19.07,25.89,None
P004,Board Game D,Board Games,101,23-06-2024,40,169,15.15,21.68,None
P004,Board Game D,Board Games,102,23-06-2024,37,52,10.77,19.55,Back to School
P004,Board Game D,Board Games,103,23-06-2024,21,97,15.83,24.77,Christmas
P001,Action Figure A,Action Figures,101,30-06-2024,23,178,7.25,9.37,Diwali
P001,Action Figure A,Action Figures,102,30-06-2024,32,172,9.33,18.08,Diwali
P001,Action Figure A,Action Figures,103,30-06-2024,32,69,11.48,16.37,Summer Holiday
P002,Puzzle Set B,Puzzles,101,30-06-2024,47,99,13.83,26.58,Diwali
P002,Puzzle Set B,Puzzles,102,30-06-2024,28,104,5.48,8.6,Back to School
P002,Puzzle Set B,Puzzles,103,30-06-2024,19,154,5.94,8.27,Summer Holiday
P003,Doll C,Dolls,101,30-06-2024,11,50,9.99,18.4,Christmas
P003,Doll C,Dolls,102,30-06-2024,45,140,17.29,22.97,Back to School
P003,Doll C,Dolls,103,30-06-2024,38,193,17.81,28.84,Diwali
P004,Board Game D,Board Games,101,30-06-2024,7,47,17.38,25.05,Christmas
P004,Board Game D,Board Games,102,30-06-2024,42,160,10.93,14.73,Summer Holiday
P004,Board Game D,Board Games,103,30-06-2024,28,99,13.25,22.23,Diwali
P001,Action Figure A,Action Figures,101,07-07-2024,40,51,14.12,21.1,None
P001,Action Figure A,Action Figures,102,07-07-2024,30,171,19.7,32.71,Diwali
P001,Action Figure A,Action Figures,103,07-07-2024,17,27,18.3,30.96,None
P002,Puzzle Set B,Puzzles,101,07-07-2024,44,77,19.1,35.73,Back to School
P002,Puzzle Set B,Puzzles,102,07-07-2024,17,128,7.84,9.84,Christmas
P002,Puzzle Set B,Puzzles,103,07-07-2024,29,130,6.73,8.67,Summer Holiday
P003,Doll C,Dolls,101,07-07-2024,29,105,14.65,27.35,Summer Holiday
P003,Doll C,Dolls,102,07-07-2024,16,103,16.54,24.35,Christmas
P003,Doll C,Dolls,103,07-07-2024,11,91,8,10.86,Christmas
P004,Board Game D,Board Games,101,07-07-2024,38,141,19.89,28.42,Summer Holiday
P004,Board Game D,Board Games,102,07-07-2024,45,139,19.69,23.64,Back to School
P004,Board Game D,Board Games,103,07-07-2024,36,162,7.21,12.93,Christmas
P001,Action Figure A,Action Figures,101,14-07-2024,37,88,7.22,10.69,Back to School
P001,Action Figure A,Action Figures,102,14-07-2024,45,93,11,18.84,Summer Holiday
P001,Action Figure A,Action Figures,103,14-07-2024,24,61,8.42,13.88,Back to School
P002,Puzzle Set B,Puzzles,101,14-07-2024,21,100,8.85,15.77,Back to School
P002,Puzzle Set B,Puzzles,102,14-07-2024,47,131,8.69,14.32,Summer Holiday
P002,Puzzle Set B,Puzzles,103,14-07-2024,46,158,18.23,32.47,Christmas
P003,Doll C,Dolls,101,14-07-2024,39,143,19.62,38.93,Diwali
P003,Doll C,Dolls,102,14-07-2024,14,61,12.11,19.04,Christmas
P003,Doll C,Dolls,103,14-07-2024,48,149,6.83,13.05,Back to School
P004,Board Game D,Board Games,101,14-07-2024,5,137,16.34,27.58,Summer Holiday
P004,Board Game D,Board Games,102,14-07-2024,29,85,14.55,22.06,Summer Holiday
P004,Board Game D,Board Games,103,14-07-2024,38,152,6.29,10.63,Summer Holiday
P001,Action Figure A,Action Figures,101,21-07-2024,16,43,12.77,22.05,Diwali
P001,Action Figure A,Action Figures,102,21-07-2024,14,50,7.44,13.2,Back to School
P001,Action Figure A,Action Figures,103,21-07-2024,48,91,15,25.05,Christmas
P002,Puzzle Set B,Puzzles,101,21-07-2024,11,56,17.15,24.34,Summer Holiday
P002,Puzzle Set B,Puzzles,102,21-07-2024,44,93,9.82,19.12,Diwali
P002,Puzzle Set B,Puzzles,103,21-07-2024,7,113,6.24,10.97,Christmas
P003,Doll C,Dolls,101,21-07-2024,14,76,13.74,17.6,None
P003,Doll C,Dolls,102,21-07-2024,12,185,7.28,14.25,Diwali
P003,Doll C,Dolls,103,21-07-2024,39,97,19.83,25.15,Summer Holiday
P004,Board Game D,Board Games,101,21-07-2024,15,180,5.13,10,Christmas
P004,Board Game D,Board Games,102,21-07-2024,20,137,12.81,22.36,Summer Holiday
P004,Board Game D,Board Games,103,21-07-2024,25,160,13.8,22.51,Summer Holiday
P001,Action Figure A,Action Figures,101,28-07-2024,28,92,12.89,19.05,Back to School
P001,Action Figure A,Action Figures,102,28-07-2024,33,38,9.91,15,Diwali
P001,Action Figure A,Action Figures,103,28-07-2024,7,157,12.81,22.37,Summer Holiday
P002,Puzzle Set B,Puzzles,101,28-07-2024,44,34,8.8,14.69,Diwali
P002,Puzzle Set B,Puzzles,102,28-07-2024,44,145,8.75,12.25,Christmas
P002,Puzzle Set B,Puzzles,103,28-07-2024,44,148,16.31,22.42,Back to School
P003,Doll C,Dolls,101,28-07-2024,49,102,8.61,14.29,Christmas
P003,Doll C,Dolls,102,28-07-2024,10,43,8.73,17.31,Diwali
P003,Doll C,Dolls,103,28-07-2024,13,150,10.97,20.81,Christmas
P004,Board Game D,Board Games,101,28-07-2024,29,120,7.52,10.98,Back to School
P004,Board Game D,Board Games,102,28-07-2024,39,150,17.8,31.78,None
P004,Board Game D,Board Games,103,28-07-2024,6,106,11.35,16.86,Christmas
P001,Action Figure A,Action Figures,101,04-08-2024,30,99,13.76,22.21,Summer Holiday
P001,Action Figure A,Action Figures,102,04-08-2024,48,96,11.3,20.91,Back to School
P001,Action Figure A,Action Figures,103,04-08-2024,24,170,13.89,18.51,None
P002,Puzzle Set B,Puzzles,101,04-08-2024,27,182,7.36,14.11,Back to School
P002,Puzzle Set B,Puzzles,102,04-08-2024,31,160,8.21,11.22,Back to School
P002,Puzzle Set B,Puzzles,103,04-08-2024,21,34,14.98,22.68,None
P003,Doll C,Dolls,101,04-08-2024,28,151,9.72,14.78,Diwali
P003,Doll C,Dolls,102,04-08-2024,32,29,19.85,35.79,Diwali
P003,Doll C,Dolls,103,04-08-2024,19,27,12.83,16.36,Christmas
P004,Board Game D,Board Games,101,04-08-2024,33,132,6.35,11.35,Diwali
P004,Board Game D,Board Games,102,04-08-2024,44,66,14.53,24.84,Diwali
P004,Board Game D,Board Games,103,04-08-2024,21,151,6.06,11.74,None
P001,Action Figure A,Action Figures,101,11-08-2024,33,169,9.77,12.41,Christmas
P001,Action Figure A,Action Figures,102,11-08-2024,48,185,11.57,22.68,Back to School
P001,Action Figure A,Action Figures,103,11-08-2024,27,116,10.5,15.44,Diwali
P002,Puzzle Set B,Puzzles,101,11-08-2024,13,25,17.57,27.44,None
